,Review,CleanedReview
10,"Dangal has Indian box office record of all time and it deserves it. It is the best biopic Bollywood can make. It has every quality Hollywood biopics have. Cast did an amazing job. Preparing this project as an actor is hard. Aamir Khan's transformation proves that. They brilliantly show us their characters' moods and reactions about every event they have been through. Also, Dangal has great descriptions about public and important social messages. I really respect that. I think it is almost a masterpiece but it miss that by a step. Best thing this movie have is showing us great character motivations and relationships. They made it nicely. Worst thing this movie have is telling wrestling's technical details so superficial. It shows something about that but it doesn't explain.","Dangal has Indian box office record of all time and it deserves it. It is the best biopic Bollywood can make. It has every quality Hollywood biopics have. Cast did an amazing job. Preparing this project as an actor is hard. Aamir Khan's transformation proves that. They brilliantly show us their characters' moods and reactions about every event they have been through. Also, Dangal has great descriptions about public and important social messages. I really respect that. I think it is almost a masterpiece but it miss that by a step. Best thing this movie have is showing us great character motivations and relationships. They made it nicely. Worst thing this movie have is telling wrestling's technical details so superficial. It shows something about that but it doesn't explain."
11,"DANGAL - its such a good thing that both PINK and DANGAL , two top movies of this year are women centric. Its such an improvement for Bollywood which doesn't make movies on women because such movies doesn't make money , which is a wrong fact , PINK made almost 300% profit. You just need to make a good movie and it will make you money. And by saying women centric m serious, the character of Mahavir Phogat is not the real hero of the movie , rather its his daughter Geeta Phogat who is in the center of the movie. For understanding what MAhavir Phogat has achieved in his life , we must know the fact that Hariyana is one of the worst state in India for girls. A very low sex ratio and a very low Literacy rate for women. And in such scenario what Mahavir Phogat has achieved is tremendous. That said , one thing is clear that we cant expect anything out of the box which we always get from AMIR's movies like 3 idiot , PK and TALAASH , because its a biopic , so they have to show what actually happened , which is not exactly bad things , in fact what this movie shows is an out of the box real life story. First i would like to mention two things which i don't liked. 1st - The way the wrestling coach of NATIONAL SPORTS ACADEMY has been shown as one sided villain also who is kind of incapable to train , was wrong. 2nd - there was an unnecessary twist in the end which seems unconvincing. Apart from these two things , everything else is either good or great in the movie. The movie tackle through different themes. Sometimes it tackles them one by one , and sometimes simultaneously. But the good thing is that it tackles them convincingly. For example when we see Mahavir training his daughters rigorously , there comes a thought that, what kind of dad he is. He just stole the childhood of her daughters to fulfill his own dreams. But after some scenes on the wedding of Mahavir's daughters' friend both the daughters complaining about Mahavir her friend (who is getting married) reply that she hoped that she would had get such father as Mahavir who thinks about their daughters and wants them to achieve something and not like his own father who force her to marry at the age of just 14 to an unknown person. That particular scene convince the audience that what Mahavir is doing is not wrong as compared to the society where they are living. Another theme which movie showed very convincingly was how free a girl feel when she goes out of his family for the first time. Almost 1 hour of the movie contains wrestling matches. And those matches were done extremely well on technical level , and hook you like you were watching a real match. I mean as compared to this the matches show in SULTAN were just nothing. Among the performances ZAIRA WASIM (also the lead actor of Amir's next SECRET SUPERSTAR) playing Young GEETA was delight to watch. The scene where she request her father to not cut her hair and she will do anything he wants was heartbreaking. And she does her fighting scenes very well considering the fact that the director in an interview has mentioned that ZAIRA was actually the weakest among all the four girls before they start their training. But when it comes to fight scenes , FATIMA SANA SHEIK as the older Geeta was best. She fights like a real fighter and her hard work is visible on the screen. On her dramatic acting front she was awesome too. Both the actresses who played young and old Babita were good too , but got less screen time as compared to Geeta's character. Aparshakti Khurana(brother of Ayushman Khurana) as the nephew of Mahavir has an impeccable timing of comedy , and surly will make you laugh many time. But for Amir Khan , what to say , he blends so nicely , that he became MAHAVIR , and the actor Amir is nowhere visible anywhere. He just makes me wonder why cant other actors (yes pointing at SRK and SALLU) stop-showing their persona and blend into characters in their movies . Around the whole movie there were so many whistle blowing happening , that i was not able to here the dialogues many times. But just before climax , the NATIONAL ANTHEM runs in common wealth games after GEETA PHOGAT won her gold medal(i hope that's not a spoiler) and the whole theater stands in respect of NATIONAL ANTHEM you just cant help and get OVERWHELMED. 9.4/10 by ANuP APu KuMaR","DANGAL - its such a good thing that both PINK and DANGAL , two top movies of this year are women centric. Its such an improvement for Bollywood which doesn't make movies on women because such movies doesn't make money , which is a wrong fact , PINK made almost 300% profit. You just need to make a good movie and it will make you money. And by saying women centric m serious, the character of Mahavir Phogat is not the real hero of the movie , rather its his daughter Geeta Phogat who is in the center of the movie. For understanding what MAhavir Phogat has achieved in his life , we must know the fact that Hariyana is one of the worst state in India for girls. A very low sex ratio and a very low Literacy rate for women. And in such scenario what Mahavir Phogat has achieved is tremendous. That said , one thing is clear that we cant expect anything out of the box which we always get from AMIR's movies like 3 idiot , PK and TALAASH , because its a biopic , so they have to show what actually happened , which is not exactly bad things , in fact what this movie shows is an out of the box real life story. First i would like to mention two things which i don't liked. 1st - The way the wrestling coach of NATIONAL SPORTS ACADEMY has been shown as one sided villain also who is kind of incapable to train , was wrong. 2nd - there was an unnecessary twist in the end which seems unconvincing. Apart from these two things , everything else is either good or great in the movie. The movie tackle through different themes. Sometimes it tackles them one by one , and sometimes simultaneously. But the good thing is that it tackles them convincingly. For example when we see Mahavir training his daughters rigorously , there comes a thought that, what kind of dad he is. He just stole the childhood of her daughters to fulfill his own dreams. But after some scenes on the wedding of Mahavir's daughters' friend both the daughters complaining about Mahavir her friend (who is getting married) reply that she hoped that she would had get such father as Mahavir who thinks about their daughters and wants them to achieve something and not like his own father who force her to marry at the age of just 14 to an unknown person. That particular scene convince the audience that what Mahavir is doing is not wrong as compared to the society where they are living. Another theme which movie showed very convincingly was how free a girl feel when she goes out of his family for the first time. Almost 1 hour of the movie contains wrestling matches. And those matches were done extremely well on technical level , and hook you like you were watching a real match. I mean as compared to this the matches show in SULTAN were just nothing. Among the performances ZAIRA WASIM (also the lead actor of Amir's next SECRET SUPERSTAR) playing Young GEETA was delight to watch. The scene where she request her father to not cut her hair and she will do anything he wants was heartbreaking. And she does her fighting scenes very well considering the fact that the director in an interview has mentioned that ZAIRA was actually the weakest among all the four girls before they start their training. But when it comes to fight scenes , FATIMA SANA SHEIK as the older Geeta was best. She fights like a real fighter and her hard work is visible on the screen. On her dramatic acting front she was awesome too. Both the actresses who played young and old Babita were good too , but got less screen time as compared to Geeta's character. Aparshakti Khurana(brother of Ayushman Khurana) as the nephew of Mahavir has an impeccable timing of comedy , and surly will make you laugh many time. But for Amir Khan , what to say , he blends so nicely , that he became MAHAVIR , and the actor Amir is nowhere visible anywhere. He just makes me wonder why cant other actors (yes pointing at SRK and SALLU) stop-showing their persona and blend into characters in their movies . Around the whole movie there were so many whistle blowing happening , that i was not able to here the dialogues many times. But just before climax , the NATIONAL ANTHEM runs in common wealth games after GEETA PHOGAT won her gold medal(i hope that's not a spoiler) and the whole theater stands in respect of NATIONAL ANTHEM you just cant help and get OVERWHELMED. 9.4/10 by ANuP APu KuMaR"
12,"What just happened?A better karate kid?
Amazing movie.Reminds me of what Hollywood use to be.",What just happened?A better karate kid? Amazing movie.Reminds me of what Hollywood use to be.
13,"""Dangal"" is the highest grossing Indian film of all time and among the highest grossing non-Chinese films in China. Why? I assume it's because in both countries, women's roles are very traditional and the film celerates women stepping outside the normal female roles and succeeding...a great message of empowerment.","""Dangal"" is the highest grossing Indian film of all time and among the highest grossing non-Chinese films in China. Why? I assume it's because in both countries, women's roles are very traditional and the film celerates women stepping outside the normal female roles and succeeding...a great message of empowerment."
14,"DANGAL REVIEW :- ""Dear Sam, remember the day 23 Dec 2016 when you watched Best Film ever made on Wrestling."" This is what my heart said to me after the very first sec i finished watching Dangal. Without wasting time let me elaborate my views about Film. ","DANGAL REVIEW :- ""Dear Sam, remember the day 23 Dec 2016 when you watched Best Film ever made on Wrestling."" This is what my heart said to me after the very first sec i finished watching Dangal. Without wasting time let me elaborate my views about Film. "
15,"It's conceivable that a wrestling movie might have you on the edge of your seat, but who'd have thought it would bring tears to your eyes. Dangal does both in large doses. Right from the opening scenes through to the awesome climax, this is one movie that will keep you glued to the screen. I can't remember the last 3 hour movie (nearly) where absolutely nobody took a toilet break apart from in the intermission.","It's conceivable that a wrestling movie might have you on the edge of your seat, but who'd have thought it would bring tears to your eyes. Dangal does both in large doses. Right from the opening scenes through to the awesome climax, this is one movie that will keep you glued to the screen. I can't remember the last 3 hour movie (nearly) where absolutely nobody took a toilet break apart from in the intermission."
16,"Dangal (9/10) is the kind of film for which the 70mm medium exists. It has universal appeal, is technically brilliant and more than anything else it is a film that skillfully balances popular sentiments and realism. It is going to reach tens of millions of people without having compromised the quality of storytelling.","Dangal (9/10) is the kind of film for which the 70mm medium exists. It has universal appeal, is technically brilliant and more than anything else it is a film that skillfully balances popular sentiments and realism. It is going to reach tens of millions of people without having compromised the quality of storytelling."
17,"Aamir Khan is back after 'pk' as a wrestler who wants his daughter to win the Gold for the nation. It is a biopic of Mahavir Phogat. And believe me, it's a must watch biopic to get inspiration. To achieve something you have to let go the rest of the things.","Aamir Khan is back after 'pk' as a wrestler who wants his daughter to win the Gold for the nation. It is a biopic of Mahavir Phogat. And believe me, it's a must watch biopic to get inspiration. To achieve something you have to let go the rest of the things."
18,"Nitesh Tiwari, Amir Khan and the team has put an extra-ordinary effort to make such an intelligent blend of Inspiration, Emotions and Humor that standing ovation at the end is irresistible. Dangal has a very unfamiliar high level of detail which is too good for Bollywood. High detailing make actors live the character, which doesn't go unnoticed and Dangal proves this point. Each actor wasn't just playing the character, they were truly living it. It was the Phogat family viewers saw on screen instead of the actors. That makes Dangal stand out. Acting is brilliant by both the lead and supporting actors. Mr. Perfectionist was great like always. No words to describe his level of commitment. Special mentions are the debutantes Fatima Sana Shaikh, Sanya Malhotra and Zaira Waseem. All the wrestling scenes are perfect and viewers can't mistake them for actors. The way these girls portrayed the characters of the wrestlers Geeta and Babita is commendable and worthy of every award. Story was based on a true story and the director stuck to it with some slight additions to make the movie more emotional and enjoyable which is good for Bollywood audience. But as a critic I must say there was a little bit of over dramatization in the end. Also I want to mention that AK and Nitesh didn't include any usual romantic crap and dance sequences which must be appreciated. Casting could have been better. Fatima is too cute for Geeta's character and this matters a lot while making a Biography. But she minimized this shortcoming by her flawless performance. Movie is 2hr40mins long but its well crafted so its enjoyable. ____________________________________________________________________ _________________________________________________ Its a must watch movie and Amir Khan keeps on setting standards for other producers of Bollywood which makes us hope for a better future of movies in India.","Nitesh Tiwari, Amir Khan and the team has put an extra-ordinary effort to make such an intelligent blend of Inspiration, Emotions and Humor that standing ovation at the end is irresistible. Dangal has a very unfamiliar high level of detail which is too good for Bollywood. High detailing make actors live the character, which doesn't go unnoticed and Dangal proves this point. Each actor wasn't just playing the character, they were truly living it. It was the Phogat family viewers saw on screen instead of the actors. That makes Dangal stand out. Acting is brilliant by both the lead and supporting actors. Mr. Perfectionist was great like always. No words to describe his level of commitment. Special mentions are the debutantes Fatima Sana Shaikh, Sanya Malhotra and Zaira Waseem. All the wrestling scenes are perfect and viewers can't mistake them for actors. The way these girls portrayed the characters of the wrestlers Geeta and Babita is commendable and worthy of every award. Story was based on a true story and the director stuck to it with some slight additions to make the movie more emotional and enjoyable which is good for Bollywood audience. But as a critic I must say there was a little bit of over dramatization in the end. Also I want to mention that AK and Nitesh didn't include any usual romantic crap and dance sequences which must be appreciated. Casting could have been better. Fatima is too cute for Geeta's character and this matters a lot while making a Biography. But she minimized this shortcoming by her flawless performance. Movie is 2hr40mins long but its well crafted so its enjoyable. ____________________________________________________________________ _________________________________________________ Its a must watch movie and Amir Khan keeps on setting standards for other producers of Bollywood which makes us hope for a better future of movies in India."
19,"Umm where to start? First of Aamir sir has done it again. He really has a good taste in selecting movies. Not only the acting even the fighting scenes were quite real to me & reel Geeta and Babita were just too awesome. There is certain moments where you're gonna laugh out loud, get anger, get emotional and obviously feel proud the most that's what the movie brings out of itself. I hope this movie brings joy to all family and a chance to look at all daughter's of their's potential.","Umm where to start? First of Aamir sir has done it again. He really has a good taste in selecting movies. Not only the acting even the fighting scenes were quite real to me & reel Geeta and Babita were just too awesome. There is certain moments where you're gonna laugh out loud, get anger, get emotional and obviously feel proud the most that's what the movie brings out of itself. I hope this movie brings joy to all family and a chance to look at all daughter's of their's potential."
20,"Dangal (means a Wrestling Competition), a biopic on Phogat Sisters Geeta and Babita and their father Mahavir Singh Phogat, by Nitesh Tiwari is a triumph over odds. Geeta made history by being the first Indian female wrestler to win the Gold medal (55kg) and Babita won Silver medal (51 Kg) in 2010 Commonwealth games. Offlate, Bollywood has certainly made a few very good sports biopics viz. Chake de, Bhag Milkha Bhag, Mary Kom, M.S. Dhoni etc. Most of them have done justice to the players and their lives. It is true that films about real heroes can become predictable. The story telling needs to be authentic too without misconstruing the essence. And that is where Dangal scores like anything. It is unadulterated, and remains true to the core. ","Dangal (means a Wrestling Competition), a biopic on Phogat Sisters Geeta and Babita and their father Mahavir Singh Phogat, by Nitesh Tiwari is a triumph over odds. Geeta made history by being the first Indian female wrestler to win the Gold medal (55kg) and Babita won Silver medal (51 Kg) in 2010 Commonwealth games. Offlate, Bollywood has certainly made a few very good sports biopics viz. Chake de, Bhag Milkha Bhag, Mary Kom, M.S. Dhoni etc. Most of them have done justice to the players and their lives. It is true that films about real heroes can become predictable. The story telling needs to be authentic too without misconstruing the essence. And that is where Dangal scores like anything. It is unadulterated, and remains true to the core. "
